match,player,translated_message,label
53,0,"""You'll suck, you moron."". idiot. ""))"". ""I'm not keeping quiet"". ""suck"". ""are you a moron?))"". ""F*** you""",0
53,2,"""Take it""",0
53,4,"""Omnik, how are your nerves?)"". ""And now?)"". ""Your mouth the other way around""",0
53,5,gg,0
53,6,"Yes. easy. Everything is fine.. ""troll""",0
53,8,"""Damn, you have so many stacks of big creeps here"". ""gonna take it now"". ""Don't take Roshan, you damn kids"". ""AY FUCK YOU BITCHES THIS IS MY NICK"". ""DO NOT GO in our forest please I need to farm"". ""FOR DINNER"". ""Suck it, scrub"". ""REPORT CANCER"". ""suck"". ""BUT YOU LOST"". ""noobs"". ""cancer lost to cancer monkey"". jerk. ""NOOB""",0
53,9,"""CK, leave the stacks."". please. ""Leave it"". dk. ""plus"". ""plus"". ""shut up, cancer"". ""Loser"". ""DID YOU BUY THE GAME A LONG TIME AGO?"". ""Damn"". almost",0
54,0,"wp guys. ""Go f**k yourself""",1
54,1,"""ah fuck off"". ""oh no dota"". ""I muted you, little friend""",0
54,3,"""the moment the guy fell"". ""damn booster"". ""demon's OP hero"". ""damn booster""",0
54,5,"gg. ""finally finished this trash boost"". ""4k is a rotten bracket"". xd. ""I finished the boost now"". ""if I end up with this account owner again"". ""burn"". ""because he was 2k"". ""I put 4k"". ""dauhdasduhas"". #tip",0
54,8,"""ds afk"". wait. ""on morale"". ""good shaman"". hmm. ""what what will happen in bot lane I wonder"". ""find out in the next episode"". ""damn limp dick huh"". ""shut up"". ""Yikes"". ""dude is badass""",0
55,0,"""I'm a woman, don't abuse me."". please",0
55,1,gg wp,0
55,2,"""I think I will win}"". xd. ""idiot"". [No translation available]. ""when they can't win mid without help"". hahahahahaha. ""another voice"". ""Lion tusk will be my bonus"". ""your mid is more fail"". gay",0
55,3,"""hahaha"". ""fuck, close it"". ""5 minutes left"". ""motherfucker"". ""tell me what you want me to do"". ???",0
55,4,"""no"". was. ""easy off"". ""easy void"". ""disgusting piece of sh*t+"". ""ez void report"". gg. ""gg that's what happens when you trust a cursed carry"". ""it was gg"". ""report void fucking noob""",1
55,5,"""ok that's good""",0
55,6,"""WHY CHRONO ME"". Gg",0
55,7,"The message """" is a special character or icon and does not have a direct translation to English.. The message """" is a symbol and does not have a direct translation to English.",0
55,8,lol,0
56,0,gg,0
56,2,"cheater. ""cheater"". ""Me and him"". 1488. easy",0
56,3,2800. MMR,0
56,4,GG,0
56,5,gg,0
56,6,"""How many are in your party?"". ""what 2800"". ""how you fucking annoy with your dis"". ""the whole game"". ""I was getting fucked up""",0
56,7,"""Where from"". ""whore"". ""you are 13"". 2975. Freak. ""give 3k""",1
56,9,"""it's a sin not to beat up imbeciles""",1
57,0,"""chat G, go and die"". ""Don't let it happen again"". haha. ""haha peace"". ""fucking idiot"". lol. i'm not chat G. ""chat G is Rubick"". ""chat G yay"". ""chat G yay""",0
57,2,"""nope"". ""check profile"". ""I'm a noob"". good luck. ""400 xpm gpm"". ""die amput"". pudge. lol. ""best draft?"". infucker?. ""what"". ""What's yours?"". ""what draft"". ok. gg",0
57,4,nice set Invoker. commend me. gg Invoker,0
57,5,"hah. :). next time i will kill you. hahah. haha. ""shut up"". gg",0
57,6,"best draft. haha. ""best draft for you noob"". bad draft for dire. idiotfuck",0
57,7,"""why ban techies? :P"". ""I wanted to play it :D"". ggwp",0
57,8,"""meepo booster?"". okay. okay. ""chat okay thanks""",0
57,9,"s. ""well played""",0
58,1,thank you,0
58,2,"""and you are alive!"". so. ""see?"". 10 times. ""you run like that"". ""don't talk about my bashes :)"". :D. easy game. ""good luck next""",0
58,4,"""lifestealer complaining about bash chance"". gg",0
58,5,gg well played,0
58,7,"""f**k off"". good luck. no. lol. ""lol"". ok",0
58,9,"It's like 4% to get two bashes in a row.. and you've done it like 10 times this game. ""fuck your luck"". ""only 1 out of 4 hits"". ""como debería ser"". gg",0
59,2,"""suck?"". ""Hahahahahahahahahahahahahahahahahahahaha"". ""what can you say about your invoker carry?"". ""Relax, the invoker has a Linken's, I won't duel him anymore."". oops. ""Easy =D"". ""best invoker best clan xDD""",0
59,3,"""oh delicious"". ""and you invoker?"". ""suck?"". [random] Theme",0
59,4,"report. easy. ""I suck"". I love you. Invoker. ""I love you sniper""",0
59,5,gg. ez team,0
59,6,"""Suck"". ""Easy"". easy. ""Suck""",0
59,7,hahahahahahah,0
60,0,"""nk and"". ""well"". ""how"". ""going""",0
60,2,"""What about the defense?""",0
60,4,"""Sniper, are you okay?""",0
60,7,"i hope we lose guys. ""my team (except Zeus) doesn't deserve to win"". report. everyone except Zeus",0
60,8,"""lgsss"". ""team noob"". ""me ward ggggg"". lolololololololololololo. dota wtf. sniper items omfggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg. ""me warddddd"". ""fffff"". ""ward please"". ""ward map""",0
61,6,"ese combo, aunque molesto, ha demostrado ser ineficaz dos veces",0
61,7,gg chen. good combo,0
61,9,"""always carry gem with a Riki :D"". gg",0
62,0,"""Idiot"". ""your team"". ""won"". ""in the forest"". ""went as 5"". ""you"". ""fucking idiot""",0
62,6,"""come on"". ""rampage incoming""",0
62,7,"""wow"". easy. ""Ahah"". ""so how did my team win?"". ""Or are you trying to say that no one helped you?"". well. ""went into the forest as 5"". ""because we're not idiots like you""",0
62,8,"""1 minute please"". well and. gg",0
62,9,"""Who?"". ""hahaha"". ""you are such noobs"". ""and what about the team"". ""it's a team game"". well. gg. gg. ""easy"". ""didn't even break a sweat""",0
63,0,lol,0
63,1,easy,0
63,3,gg. END. seriously?. LOL. GG. LOL. GG. End,0
63,4,"""Will he be coming?""",0
63,5,"afk. wait. yes. ""stupid Slark"". ""motherfucker"". ""stupid"". slark. ""idiot"". HAHAHA. ""there is an idiot"". ""his father"". ""idiot"". ""where are you"". JHAHA. slark. ?. slark/. }right. slark. Slark. ""Where are you from?"". HAHA. ""yeah yeah yeah"". Poor thing.. Delicious. HAHAHA. ""Crybaby"". ""you're so stupid"". slark",1
63,6,"He left, dude.. haha. crybaby. end. good game",0
63,8,"""cool English, huh"". will he coming. ""wait, my friend"". gg",0
63,9,"idiot. ""Herald Anderson the moves"". ""SLARK CAN'T CATCH HIM"". ""HERALD ANDERSON IS STUPID"". ""SLARK THEY SAY"". ""LC, duel over there.""",1
64,0,idiot Sand King. idiot. yeah. HAhaha. and you also. but i love you. idiot tinker. SAD IDIOT SK AND TINKER. hAHA. NOOB SK. IDIOT,1
64,1,"""he made Sange and Yasha, now he's making Manta"". nice",0
64,3,I quit.. hahahah. jug,0
64,4,"wait. party. haha. fuck lc. trip. ""haha jugg is a noob"". gayt. ""go quit"". easy. report jugg",0
64,5,"""eat bitches"". gg",0
64,6,"""who is your team tank"". SAD",0
64,8,"hahaha. :'(. ""nice dis"". idiot. hah. I hate you, Jugg.. fire. omg. commend me",0
65,3,"lol :DWQDwq. do you see me. ""Ah, such a game :D"". :D. ""Just let it go :D"". sven reported. ""sven reported please"". ""reported sven""",0
65,5,yes,0
65,7,GG,0
65,8,"""Run Vasya run"". ""orange"". ""What kind of monster are you"". ""sf well done"". easy",0
66,1,"""LC FOREST"". XD. ""WHAT VERSION ARE YOU ON?"". ""2.5?"". Haha. ""MID SHIT"". ""STAY ON ME"". ..... ""MID ."". ""SAD USELESS""",0
66,2,"""And did you see how the LC died, such a pro :D""",0
66,3,"report sf. ""report pudge"". gg. gg report Shadow Fiend and Pudge. REPORT SF AND PUDGE. REPORT PUDGE. ""PUDGE WORSE"". GG END FAST",0
66,4,"""an anal for disgust"". ""I told you"". ""That city is not worth it"". ""fat dick learn to play"". ""well at least"". ""dick"". gg. ""you piss me off"". ""marry him"". ""how disgusting can't kill a dumbass"". gg. gg no excuse. ""what a disgust, for god's sake"". ""shadow does nothing at all"". ""can't even kill with his eul"". ""gg no more"". ""that can't be done"". ""can't even kill a dumbass alone"". ""gaga"". haha. ""If I had picked Centaur we would have won, but he picks the fucking bitch."". ""sf gets items when spectre is already fully equipped"". ""hahaha my sf is a piece of shit"". ""Of course, I'm the only one who kills the dwarf since you can't.""",0
66,5,"2hp. ""oh nice"". ""O Captain! My Captain!"". captain don't worry about buying a spare mast. ""because I'm so fucking hard"". ""we can use my cock"". ""janco likes poetry lol"". just trying to keep the troops happy. get some, son. [The message """" is a non-standard character or icon and does not have a direct translation to English.]. VENGE GO. GIVE IT. ""buyback to not feed rampage?"". lame. way too late. you nerd. 🎵. lame.. ""Slark has been working on Basher for 10 minutes lol "". ""worth?"". gg",0
66,7,"""fuck my life"". wow. That was so beautiful.. sad/. leave my baby alone. ""Holy fuck, I got 35 assists."". ""fucking you all up"". lol. ""doesn't have much""",0
66,8,"""easy bait"". anyone hiring engineers?. ""very good game"". long live Peru. be a bro. gg. ""estuve al teléfono durante la mayor parte del juego""",0
67,0,"""I understand Mr. Ogre, you need to try hard since you're in Ancient games."". ""but this much?"". ""Take him back"". ""dying from creeps""",0
67,2,sorry guys. gg. You guys can leave now : /. No punishment,0
67,4,"""why does Luna have a wand as her first item"". ""is that a thing vs Lone Druid"". ??",0
67,5,nice. report mnid,0
68,0,haha,0
68,1,"""we have a bad carry""",0
68,4,"Good game, Drow.",0
68,5,"""ew"". wew. We. ew. WEw. Wew",0
68,7,wowo. manta dodge call. lol,0
68,9,"LOL. HAHA CARRY. HAHA. HAHA. MORE SPACE PLS. HAHA CARRY. ""haha carry""",0
69,2,"""What's up?"". ""Did you arrive?"". ?. ""killed?"". ?",0
69,6,"""team of idiots""",1
69,7,"""ugh fuck stupid schoolboy((("". ""Fuck, you're even dumber than I thought)"". ""What's up, Rubick?)"". ""go collect books for tomorrow)""",1
69,9,"""ggw wp"". :D",0
70,0,"hah. haha. lol. ""are you stupid or what?"". ""face is a fan"". ??. FAN. ""AFTERWARDS I'LL GIVE AN AUTOGRAPH"". HAHA",0
70,2,"""EDX""",0
70,4,"haha. lol. hahaha. haha. haha. ""then so be it"". ""ok you brought this on yourselves"". noobs. ""you think you're pros haha"". ""Whore, how I will laugh my ass off when you lose."". ""Hey meddler, get involved again and I'll make you my bitch."". ""Like I said, I'm going to laugh my ass off when I win haha"". haha. ""Supporting an Anti-Mage who doesn't even know how to farm haha"". easy+. ""hey lion keep supporting your anti"". haha. ""you too phoenix"". haha. ""maybe I messed it up haha"". ""let's congratulate the anti-poop"". ""killed finally"". ""we already lost people or not"". haha. haha. ""Keep warding maybe you'll win haha"". ""oh no wait there are already megas"". haha noobs. ""now I will be support"". easy noobs. ""humiliated""",0
70,9,"""report out pls"". ""shut up"". ""yes you're not"". nothing. Fácil. REPORT OUT",0
71,0,"xD. ))). "")"". ). ""))""",0
71,2,OK,0
71,3,"LOL. Fuck you, Chaos Knight.",1
71,4,"""psycho shit"". I'm gonna report you.. ""bastards"". ""you got no number"". ""but 5 star"". ""smells like a boosted shit"". :). ""you gonna lose anyway"". doesn't matter how many shitty mines you put down. ""techies your -25 mmr is coming :)"". ""go defend"". ""techies"". :'(. haha. trash. ""yeah yeah"". ""get techies, get your -25 MMR"". ""you shit"". haha. ""yeah yeah"". ""write more""",0
71,5,"""lc?"". ""tricked? xd""",0
71,6,"DDDD. ""DDD"". 4k. Bastard. pls.. DDDDDDDD. retard:D. BB. noob. Really?. ""if i have"". ""nice carry"". you lose. easy. but. ""your mom"". ""2k points"". ""you too"". never mind. ancient. 5. .... 2017. 8. GG",1
71,7,"nice hero))). "")""",0
71,8,"DOTA ')'). ""kaivgpshshchfknrzeghsh"". XD. ""fucking Techies"". fireyireoytujty[k. ""27th minute Tinker 10k net worth"". ""Tinker without Aghanim's"". ""Finish it"". please. ""pgkucshnrkegoshgzlgnzjgszhg""",0
72,0,ggwp,0
72,2,"""since when are you tanky lol"". ""rolling on the floor laughing"". super fun. ""Good game""",0
72,5,"Guys. Are you stupid?. ""Why the fuck are you focusing on the tanky one?"". ok. ""try to kill me solo"". ""we'll see"". enjoying wasting time",0
72,6,gg. having a mega fun time?. gg,0
73,4,"gg. давайте закончим это. shit. report Jug. ""he drops and denies items"". Thank you, carry.. ""forfeit please"". report. ""take throne thank you"". ""if you finish by 7 minutes"". ""I commend you"". ""jug bought an account"". throne. please. ""fuck you treant"". throne. ""report jug thanks""",1
73,6,"""stay afk""",0
73,9,"""Hey guys, hurry up"". ""rat"". farm",0
74,0,"""HAHAHAHAHA"". ""PLEASE LEAVE"". ""slark report"". GG",0
74,1,"""guys, everything is okay"". ""4* 4""",0
74,2,"""yeah"". ""and you in mid""",0
74,8,nice,0
74,9,"""cm report"". lol. ""Your Crystal Maiden won the game for you""",0
75,0,"""piece"". lol. ""Because you are trash""",0
75,1,"""(""",0
75,2,"""How old are you, gentlemen? :D"". ""))""",0
75,3,")))). ""Jump"". ""fuck off to me"". "")"". "")""",0
75,5,"""What do you mean the silence didn't affect you? (("". ""I managed to pull the stone to myself"". ""2 on 1"". ""Interesting fact: my mid player has the same level as me."". ""and less farm )"". ""what pause"". ""we don't have a player"". ""Why are you so afraid to lose?"". ""trash"". ""3 vs 5, playing for 33 minutes"". ""you guys are shitty"". ""Why did I lose to you?"". ""lol, what's so funny?"". ""it's a fact""",0
75,6,4 v 4,0
75,8,"""just fuck off to hell"". ""report the faggot"". ""bitch none of you anymore"". ""won't go mid"". ""they pick cows"". ""and then they leave"". ""Go fuck yourself"". ""you piece of idiot"". ""or what"". ""yeah, fuck off"". ""fucking coward"". ""fucking bums""",1
75,9,")_. ""on time""",0
76,1,:D,0
76,3,"""LOSERS!"". FUCKING",1
76,5,"""What the fuck"". ""what 2 suicides"". ""he left"". read chat. gg. gg",0
76,6,"""he left"". ""Hello"". ""read the chat""",0
76,8,"""He left"". ""read the chat"". ""moron""",0
77,0,Pudge is not Pudge. fuck you. we do. we wait. we are polite,1
77,1,gg,0
77,2,gg,0
77,3,lol. gg,0
77,5,gg,0
77,6,"""+1 void"". wait. gg",0
77,7,?,0
78,0,"""no no no"". ""find Wyvern"". nice. ""Thanks everyone for the game""",0
78,1,gg,0
78,2,"""Good bait""",0
78,4,"farm. ""We'll come in an hour"". ""Why so"". ""I will come""",0
78,6,"""Good luck in the next one, and may you not get such an ungrateful team.""",0
78,7,"""Let's go in three"". n. ""where are you"". ""you don't pass at all""",0
79,0,"17. ""MINUTE"". HAHAHAHAHA",0
79,1,"""Really?>"". kk. "")"". ). ""WHY THE FUCK ARE YOU DEFENDING"". ""ARC"". ""Bitch"". ""ARE YOU AN IDIOT?"". comeback. ""Are you serious?"". ""Oh no"". ""it seemed""",0
79,3,"gg. ""I couldn't reach, you idiot""",0
79,4,GG,0
79,6,"""plz go mid and destroy it"". ""the throne is exposed""",0
79,9,"""I am AFK"". ""I will get up"". YES. I AM SHAMAN ARC. ""GO TO THE THRONE"". ""Well, I definitely"". AFK. PUSH. ?. ""OR UNDER THE FOUNTAIN"". ""THROUGH BKB"". ""SAT DOESN'T WORK"". ""Idiot"". ""IT'S FUNNY"". ""annoyed"". ""Blow it"". ""sf bitch""",0
80,0,"def. ""FFFGGGEZ""",0
80,1,"haha. ""Good game, good game, good game""",0
80,2,gg,0
80,3,"""bro"". sad. asdas. asd. haha. hahahaha. gg. gg. gg. gg. gg. gg. haha. commend",0
80,4,LOL,0
80,6,Aw. lol,0
80,7,hah. haha,0
80,9,haha,0
81,0,"""dead idiot"". What the fuck. ""Can Bloodseeker learn?"". easy. ""ahaha"". ""easy mid"". ""sd""",0
81,1,"""Ahmad Maslan continues"". ""that's it"". ""you talk you"". hahaha. easy. gahahahahahaha. easy. noob",1
81,3,"""fuck you"". Thank you. ""eat eggs"". gg. haha. ""are you okay? Shadow Fiend used his ultimate on my illusion just now"". sad. sad. sad. ""sad"". sad. ""sad""",1
81,6,"?. ""your father"". GG retard. EZ noob. ?. GG",1
81,7,"""yes"". haha",0
81,9,die bitch,0
82,1,"Aww. asdasdd. ""bitch fuck"". ""miposhka pasha ramzeez no....."". gg",0
82,4,Fuck,0
82,6,gg,0
82,7,"""minus all"". ""Fuck, how great you are, though it won't help, but who cares.""",0
82,8,"""pissed-off loser""",1
82,9,"""cancers"". )))",0
83,2,"""look at our safelane Luna""",0
83,4,end please,0
83,6,"nice counter picks. easy. XD. xd. ""good game, good work/play"". ""easy trilane""",0
83,7,lol. lol. easy,0
83,8,lol,0
83,9,Easy,0
84,1,"""Go feed hahaha"". ""please report that kunkka please"". gg. ""please report that kunka please"". please report that Kunkka. gg. gg. gg. ""Finish it please"". hahaha. ""Finish please report that Kunkka that motherfucker from Blood"". ""Finish quickly please"". ""PLEASE REPORT THAT KUNKA PLEASE""",0
84,3,"report blood. gg. report alch. lol. ""hahahahahaha"". report blood",0
84,4,"""End it"". ""end this please"". ""WHY DO I GET PEOPLE LIKE THIS FOR GOD'S SAKE"". ""YOU DON'T DESERVE TO PLAY DOTA, PIECE OF SHIT""",1
84,5,"""why do you feed"". ""play shit"". ""alche faggot"". ""hahaha xd"". ""denied"". ""motherfucker"". ""my dad got a divine"". ""hehehe"". ""hahaha"". ""so much for a support"". ""That's it, no way they're taking me down."". ""haha"". gg. win. ""and that idiot lost the divine"". ""report blood please"". gg",0
84,6,"Good game. ""WHY ARE YOU SUCH RATS"". GG easy game. ""GAME ?"". ""I'M GOING"". ""I HAVE GOLD FOR MORE"". ""THERE IS MORE GOLD"". ""For Christmas, I'll leave you that."". ""BORING, NOT EVEN THE DIVINE GAVE FUN""",0
84,9,"ewe. ""go get the shit beaten out of you in mid""",0
85,0,"jackpot. ""where?"". haha. ""why did you die?"". I didn't see you.. hahah",0
85,4,"Kunkka lord. gg Kunkka. ""this noob Kunkka""",0
85,6,sad. SAD. shut up noob carry,0
85,7,"I love you.. love bro. SAD. SAD HAHAHA. ""SWAP COMMEND"". SWAP COMMEND. SWAP COMMEND. ""dr?"". HASHAHAHA",0
85,9,"""Hehehe"". ""nice xmark"". sad",0
86,0,"""easy top little hands""",0
86,1,"no problem please bro. noob. epic Brazil. lol. epic necro 2k. ""Brazil detected"". ""gg commend"". long live Peru :3. ""The sweet potato is tasty"". ""fucking trash"". D. ""GG :V"" translates to ""Good Game :V"". ""easy MID""",1
