sentences,labels
"Mid needs help, I just placed a ward there. Let's take Rosh after next fight.",1  
what a mess.play like you got no brain stop feeding and just uninstall.,-1  
"gg! close match, we almost had them.next time, try controlling your lane better",1  
"Nice work team, let's keep up the pressure.If we ward top, we can secure more kills.Play safe during their ultimates.",1  
"""report this noob"" all chat, cause he's useless and feeding.I can't carry this alone",-1  
"Great teamwork, let's do the same next round.Protect our base now.",1  
Great split push guys.We’re gaining a lot of map control.Don’t forget to deward.,1  
"Thanks for saving me. If you can ward the jungle, we can make better plays. Good teamwork, guys.",1  
"Stop flaming and focus please! Let's stack camps. We can make a comeback, team!",1  
Why do I always get stuck with idiots? This team is such trash. Report the bot lane.,-1  
you're all trash. learn how to play the game. I can't carry this team alone. so frustrating with you all,-1  
Well played everyone.didn't expect that turn around.let's keep the pressure on mid,1  
"I hope we can stack later this week guys, really enjoyed playing with all of you.",1  
how did you miss that stun?you need more practice man.such a drag,-1
Excellent job pushing mid. Let's go Rosh after this wave.,1  
"Solid plays all around, keep it up.""If we can push high ground now, we win.Play safe and watch your positions.",1  
"""How did you miss that stun? You must be blind.Report this guy, he's throwing the game.What's your MMR? 1k?""",-1
Nice teamwork.defend high ground until we are all up again.great rotations by our supports.,1  
"I'll gank mid now, get ready please. back up, they're rotating. let's take their bottom tower. fantastic job team",1  
You’re such a coward hiding in the base.Just stop playing ranked.no one wants you.,-1  
"This game is a disaster. You're all terrible. Can't believe how bad you guys are. Try cooperating next time, if you even know what that means.",-1  
"Too bad ""I"" can't really do all that alone. Are everyone really that bad here? Push and win, what a joke!",-1  
"nice call for Roshan, we secured it easily. let's position for a high ground push. remember to save buyback.",1  
"Good job, team. That's how we do it! Let's take the tower after this. Keep it up!",1
"can you stop feeding already?we're losing because of you.wow, great job noob''.learn to play",-1  
"We lost because of you.Really, get some skills.This is so frustrating.Stop dying solo.",-1  
what the hell were you thinking? you're such a noob. can't believe you're still 1k. just uninstall the game.,-1  
"nice plays everyone.feel like we’re really in sync today.we can take mid when they respawn.alright, who's ready to push?wards up soon",1  
keep the pressure in mid.let's stick together and win this,1
nice save with the Eul's.careful top is missing I think.enjoying this match,1  
"Report this noob already, can't even land a stun! You're all useless this game!",-1  
fucking noob!can't believe we're losing to these guys.get some wards now,-1  
Let's group up for a smoke gank after this. Watch out for Invoker rotations. Keep up the good work.,1  
"Nice assist back there, let's set up for the next push. Keeping vision near Rosh, stay safe",1  
great job on that last fight let’s push the advantage.keep it up!,1
seriously stop wandering off.stick with the team or we're done,-1  
"You’re fucking useless, report noob, we lost because of you. Are you blind or what?",-1  
nice hooks Pudge.you're doing awesome keep it up.rosh soon?I think they've warded top jungle.careful there.great stack dude,1  
"Come on guys, focus! We can't lose to these noobs. Step up your game already. What are you doing?!",-1  
Nice play! Let's push top now. Don't forget to ward jungle. Great teamwork folks. We can win this.,1  
"""Chill team, game isn't over yet. Look top, we need more wards around. Good luck!""",1  
"wtf are you doing, man?we needed you in fights.you throw this game so hard.",-1
"you're all fucking clueless.this is why I never solo queue.seriously, do you even have a brain?",-1  
"""Yeah, let's"" go for rosh after this push.Watch for wards, we need them cleared out.Stick together",1  
"""how did you die there?""This game is too easy.play better or just quit.""You're such a noob.",-1  
"The team communication sucks. Maybe if you used your skills, we'd win fights.",-1
"If we take next Roshan, we could push high ground easily. Watch out for ganks and stick together. Good luck!",1  
fucking report this idiot.just feed them some more why don't you,-1  
"If you're going to blame others, at least try not to feed. You're costing us the game, noob.",-1  
"Great job with the wards, Luna.everyone group up after this wave.let's hold mid until we get our ults ready",1
nice assist on that gank.keep map control and we should be fine.,1  
great teamwork guys.let's try to push top together.need wards at river,1
Good call on the tower dive.it's working out well.just need to keep them off balance,1  
"let’s regroup for a push.shall we ward high ground.you play really well, Luna.",1  
"You're doing great, ""let's"" group mid after this wave.We can win this, stay positive.Nice rotations everyone",1  
why don't you use your ult? already 20 mins and no impact. can't stand you being so fucking useless,-1  
"Nice play team, let’s push mid. Watch out for Luna top. Great tp, save me there",1  
"Nice ward placements. If we group, they can't kill us all. Protect our carry!",1  
"lol, you call that playing?seriously, uninstall and never return!",-1
"""fuck, we should have won that.better luck next time.I need to farm mid.",-1  
"great, perfect smoke gank guys. they didn't see it coming. let's pressure top lane next. sending courier for wards",1  
"Great rotation mid, we can take tower now.stick together and we win.invis rune top",1  
"""how can you be so bad?stop feeding.forget it.I'll handle mid myself",-1  
"If you're going mid, stop dying. Protect the tower. Really fun game guys.",1  
"Well played, everyone. That was fun! Let's queue again. Ready for another game?",1  
"Rofl, such a fun match! Remember to ward. I'll try to pull their creep aggro to our side. GG, keep it up.",1  
The PA is useless this match.How are you even Divine 5 with plays like that.You’re just dragging us down,-1  
Nice comeback team. Solid team fights. Let's go for Roshan and finish this!,1  
"If we group up, we can win.let's push mid now.I will cover bottom lane who goes top",1  
"get lost, noob.why are you even here?can't stand these 1k players.",-1
Let's defend high ground until we get our ultimates. Then we can do a counter push. Keep it up!,1  
Why do I have to carry this game every time? Mid would win if YOU weren’t useless. The map is free for them.,-1  
"Wow, stop diving alone! Then you blame me? Get some braincells before queuing ranked, seriously. ",-1
please stick together and watch out for ganks.let's take the next Roshan.,1  
"Why did you go in alone?Ever heard of teamwork, or is it just me?""how are we supposed to win with you?",-1  
can we have some wards please?I can't see a thing in the jungle this is dangerous,1
This game is too easy. You guys are just bad players.,-1  
would you please stop dying?I want to win this but you're making it impossible.you call this support?,-1  
"""Why you die?"", can't last hit? REPORT THIS TROLL! You're making us lose!",-1  
Did you see that epic lift?let’s group and pressure top tower.this game is so much fun.,1  
great stun there! now let's push hard and end this fast. awesome teamwork everyone!,1  
"Stop stealing my farm, it's annoying.Why are you even playing this game?You're making us lose on purpose, right?",-1  
"Hey team, let's go for Roshan. Watch out top, missing heroes. Nice work! We can win this.",1  
"""Would love to see better supports.""""Why can't you guys buy wards?""",-1  
"Fantastic synergy, folks.that clutch save was awesome.now let's seal the victory",1
"Team, let’s rotate and secure Roshan. If we can combo our ults, we can win.",1  
nice gank team.let's keep it up.stay back and farm if needed.save your TP,1  
"there's no way we need wards, Pudge, wake up.how fucking dumb are you guys?",-1  
"GG easy game, noob team. Wasting my time with these idiots. Learn to play.",-1  
"Good move with the warding! I’ll go top for a bit. Let’s stay positive, team!",1  
why even bother playing ranked if you’re this bad. stay low-tier forever,-1  
"Let's stick together and push mid.Supports, please ward the jungle.Good job on that last gank.",1
"The message of the game: ""If you don't play, you can't win.""Let's implement that.",-1  
"""If you"" delay the game more, I'll rage.Quit feeding, it's pathetic.Go play bots, ""fucking noob""'",-1  
"try harder next time.what's wrong with you guys.I can't do this.""",-1  
"if I see another missed stun I'm done just uninstall, dude",-1
"Wow, you saved me again! Love this game with you. Let's push mid now.",1  
Why are you always feeding?learn to lasthit.stop blaming others for your mistakes.fucking noob,-1  
nice wards there.try to keep vision up.think we can take mid tower soon.,1  
stick together and push mid.we've got this!watch out for ganks,1  
"Nice team coordination, good luck all. Let’s group up and defend high ground. Roshan might be up soon, someone ward?",1  
"""I can't believe you missed that stun.are you even trying?""get it together!",-1  
"GG you're all useless, seriously. This team is just painful to watch. Uninstall, please!",-1  
"We did great in that last fight, let's push for the win now.Positive vibes, let's keep communicating!Careful of their Roshan attempt.",1  
"""GG"" everyone, let's keep it up! We can win this if we push. Ward the jungle please. Nice save!",1  
"stop feeding.like seriously, you're ruining this.maybe try grouping up",-1
"Stop feeding them and learn how to press buttons. Why am I even playing with you idiots? Reported for trolling, just uninstall, please.",-1  
"I can't believe we lost that fight.""If you would just listen.""This is why mid always sucks.",-1  
"stop chasing for kills, push the tower instead.it's not hard to understand.why are you so bad?",-1  
"Amazing teamplay everyone. If you need help, just call me. Let's take the next tower together.",1  
let's get Roshan.if we play smart we can win,1  
"If we take Roshan, we’ll win.stick together.no more solo.My blink is ready.let’s go!",1  
Nice teamwork! Keep pushing the top lane. I'll ward the jungle. We got this!,1  
"""Why are you so bad?learn to last hit.stop blaming others and play better",-1  
"Gotta hand it to you guys, we turned it around!Well done with the defense.",1  
"If we focus Roshan now, we can turn this.let's keep vision on their jungle.",1  
god this team is so bad.you guys don't know how to play DOTA 2.stop feeding enemy carry and just uninstall already,-1  
"I love this team.the synergy is amazing.keep up the good work.""We can still win this!",1  
"We're wasting time here. You, stop diving under their tower, it's stupid! I can't carry you all if you're throwing like this. Get it together, already.",-1  
We did great in early game. Group up and focus their carry. Watch for ganks,1  
wtf was that dive?you made us lose the game.you deserve low priority for this crap,-1  
Can you please stop running in alone? We're losing because you never listen.,-1  
"Support, help carry more.please use abilities wisely.better times next match",1  
"""how'd you miss that kill?I swear I'm playing with bots today",-1  
"If we group up mid, we can push together. Watch out for their carry, though. GG so far!",1  
why you gotta feed like that?fucking useless.stop whining and play.real teammates don't ragequit,-1  
Why can't we win a single lane noobs.this team is a joke.gg go end mid this is pointless.,-1  
"""Nice play! If we work on our timing, we can take Rosh easily."". Let's go get it now!",1  
"Seriously, guys? I'm playing with bots! You all are such noobs, it's painful. Stop farming jungle and help, damn it!",-1  
"i can’t believe this.why you noob.can you even play?such a waste of time.""you're nothing just trash",fucking- -1
I can't believe you missed that stun. What are you even doing?,-1  
"""you"" can't even land an ult.fucking terrible team.",-1  
"Great gank bottom! Let's keep up the pressure. Focus towers, we can turn this around. Good hustle, team!",1  
Mid is losing. How are you guys so bad? Fucking noob can't even last hit. Report you later,-1  
"We need more wards on the map. Let's group top. Their carry is farmed, be careful. Try to bait spells.",1  
what the hell are you doing?always feeding and losing.learn to play.,-1  
Never seen such terrible teamwork. You're all just feeding mid. Why even play if you're not trying? ,-1
"Well played, everyone. We’ve got this if we keep pressure on lanes. Don’t forget to deward the jungle area.",1  
"We're doing great, let's keep it up. Someone ward please. Well played, you got this!",1  
"Good job holding the lane, let's ward high ground. Almost there, guys. Keep it up.",1  
best kill steal ever!you're amazing man.keep it up team,1
"Well played, guys! If we stay together, we can win. Remember to call missing on your lane!",1  
you're a joke.can't believe I get teamed with players like you.just uninstall.,-1  
"Dude, you're trash. Stop feeding. Fucking report this scrub. Why are you even playing? GG, noob.",-1  
gg everyone nicely played.I will buy wards.we take Roshan next time.let's stick together,1  
"great teamwork guys, keep it up. let's take Roshan next. anyone has wards?. careful, they're missing! let's stick together",1  
YOU ARE SUCH A JOKE.could you be more useless.seriously get a clue,-1  
"gg easy, noobs.your Luna is trash.""report you"" after this.can't carry this shit team.",-1
are you kidding me?you guys are so bad.you can't even last hit properly.report this troll for feeding.omg you noobs,-1
"""Why blame me when you all fed.use your brain.next time draft better heroes.""",-1  
mid is always losing.why do I get these bad players?I'm just done.good luck next game,-1  
let's focus on teamfights and push mid after Roshan.good job warding.I'll support you guys.,1  
"Wow you're so bad just uninstall already.I can’t believe you died again, noob.",-1  
"""If we group up, they can't handle us.watch out for the smoke rotation.bottom is missing",1  
pushing bottom with a smoke.can someone tp top for defense?.nice job staying alive there.,1
"you’re all so useless, just uninstall the game already. can’t carry noobs",-1  
"Stop calling shots, you’re terrible. Can’t you see the map? Freaking noob",-1  
"""You can't do anything right.just uninstall""",-1  
"Why is Pudge always out of position? This is why you're 1k. Seriously, fuck this game.",-1  
"""Easy game, let's push top and end this. Nicely played, team. I'll ward the map.",1  
Please go farm in the jungle.No point in laning now.Let's group for push in 5 min.,1
"Thanks for the save Axe! Keep it up. Amazing rotations, everyone. ""Let's win!""",1  
Are you even trying? You're all such noobs. This game is a waste of time.,-1  
nice block on creeps.we have the momentum.let’s push top for tier 2.avoid unnecessary fights,1  
what's wrong with you guys.stop feeding and play safe.i'm seriously losing it here,-1  
"Why do I always get these moron teammates? ""How can you not deny a creep?""",-1  
"""you lost us the game.no teamwork at all.are you even trying?""If i were you, i'd go bot",-1
Nice save with the courier. Let's try to smoke gank after I respawn,1  
"Mid needs help, why is nobody rotating?How the hell do you feed so much?You guys are freaking awful.",-1  
Great job team. Let's focus on objectives and take the middle tower. Remember to ward please.,1  
OMG stop feeding!Why are you mid?You’re actually the worst player.The game is over.,-1  
"wow, what a noob move.can't believe you feed like that""you're such a burden on this team",-1  
Well played team. Let's take Roshan after the next push. You all rock!,1  
Blame the Invoker for this mess.Stop farming and support.I can't carry these noobs alone.,-1  
nice!let's go for Roshan while they’re down.don't forget aegis on Luna,1  
apologies for the late start.will play safe and catch up quickly,1  
you're literally the worse.who even plays like that?you’ve got to be kidding me. ,-1  
Well played on that defense.Shall we smoke and gank?I'll TP top to defend.,1
"Great game, that was intense. Stunning plays all around. Ready for another match after this?",1  
"Great teamwork, everyone! Let's push down mid after this wave. Remember to ward river. We can win this if we stick together.",1
keep pressure on their safe lane.I'll support top.careful for their ganks!nice work with wards,1  
"What are you doing? Stop diving! Learn to play, or go uninstall. Ugh, such a mess",-1  
nice work on the last push.keep it up!let's take Roshan.we got this team,1  
"Seriously, why did you pick that hero? You're making us lose! Get it together!",-1  
"Can't you see he's ganking? Pay attention and stop being so useless, you're all trash.",-1  
"Hey, mid needs more wards.When can we push the top lane?Good luck!",1  
"Why are you standing there, doing nothing? Are you even playing? Useless! Stop feeding and go farm! Seriously, how are you so bad? I'm reporting you.",-1  
"gg, nice game. Let's push mid now. Warding river would be great. Good job everyone!",1  
"nice tower defense!keep up the good work, team.don’t forget to farm safely.warding their jungle now",1  
"""Good job with the smokes, let's keep rotating.""If we keep pressure, we have this in the bag.Teamwork makes the dream work!",1
you keep dying because you're bad.just stop playing please,-1  
"Wow, you really don't know how to play a support, huh? Stop feeding. You're useless there.",-1  
"careful top, there’s a missing hero. anyone need wards? ",1  
Can we focus on defending our tower first.Thank you for the heal.I really appreciate the help guys.Great job everyone,1  
Stay close to keep our positioning strong. We can bait them into a bad fight. I'll hex the carry in the next engagement. Let's finish this cleanly.,1  
"The message is clear.would report again.if Toxic, then report.shocked how bad you are.",-1  
stop blaming me for your mistakes.you're all wasting time chatting like kids.you can't even win your lane,-1
"Good luck have fun everyone. Remember to ward jungle, they have vision",1  
"Don’t forget to farm the jungle safely. I’ll stack the camp for you. Good luck, have fun",1  
"""I can't believe we lost that.""You guys are the worst team ever!""",-1  
"mid needs help.go stop feeding.noob, you're throwing our game",-1  
"Careful top lane, they’re missing from mid. I’ll help you guys there in a sec!",1  
