chat,label
"Thanks for the save, Dazzle. I'll buy wards next. Appreciate the support guys.",1
"Can you stop being useless, Spectre? Seriously, do something instead of farming jungle like a coward.",-1
"Great team fight, everyone! Let's push T2 bot now. Keep the momentum.",1
"Wow, this is ridiculous. Why are all of you idiots? No map awareness at all. Bunch of clueless morons.",-1
"Well played, Juggernaut! Keep up the good work and we'll win. Don't forget to ward please.",1
"I'm literally having to babysit you, PA. Stop dying for nothing, it's pathetic.",-1
glhf team. I'm playing safe lane with Pudge. Make sure to call missing mid. Keep it cool and we can win this. We'll go for Roshan around 20 min. Let's have fun.,1
"Wow, Invoker, stop feeding. You're useless. It's like you're playing with your feet. Can we get some wards for fuck's sake? Wtf is this shit. Get your head in the game, dumbass.",-1
"Great job shutting down their carry, Pudge. Let's push T1 mid together. Make sure to deward when you can. You're doing awesome, team. Let me know if you need help.",1
"Are you blind, Crystal Maiden? That was your fault. Stop screwing up. Seriously, buy wards and stop being such a damn liability. Can't carry a team full of idiots.",-1
"Let's go for Roshan at 24 min. Good spacing, Vengeful Spirit. Keep harassing their offlane. You're all doing great, just keep up the pressure. We're in a good spot.",1
"Really, Ogre? You're absolute trash. Stop ulting creeps! Could you be any more useless? Get some damn game sense or uninstall. This is pathetic. Garbage.",-1
"Nice work, Tidehunter, that was a great Ravage. We have good control on the map with those wards. Stay positive and stick to the plan. We got this, team.",1
"What the fuck was that, Juggernaut? Seriously, you suck. Can you do anything right? Unbelievable. Just quit and save us the headache. So goddamn bad.",-1
"Amazing hook, Pudge! You're really turning the mid game around. Keep it up and we can dominate. Ask if you need vision. Great synergy so far, let's push high ground.",1
"Fucking hell, Anti-Mage, are you even trying? This is pathetic. You're worthless, just farm and keep quiet. It's hard carrying with dead weight. Stop feeding.",-1
glhf team. let's have a great game. I'll support bot as Crystal Maiden. remember to farm safe and call missings. let's go for Roshan at 20 min.,1
"fucking Pudge, stop feeding. Invoker, are you asleep? it's fucking 10 minutes and no rotation. someone buy a fucking ward!",-1
"great job team on that early Roshan. nice combo, Invoker. let's push T2 top. stay together for team fights.",1
"I'm going mid with Lion. let's secure those early runes. ping if you see rotations. gl guys, we got this.",1
"are you fucking kidding me, Juggernaut? you missed an easy kill. you call yourself a carry? go uninstall, bitch.",-1
"Tidehunter, once you have Blink, let's smoke gank mid. kindly place wards on river, keep vision on Rosh pit. focus on objectives, guys.",1
"wtf BKB already on Spectre? are you feeding or just useless? snap out of it, position 1 my ass.",-1
"morphling, you're an absolute joke. can't even last hit properly. this game is a shitshow.",-1
"nice rotation from top to mid, Dazzle. keep the pressure up. jug, save Omni for team fights.",1
"seriously Void, could you be any more of a dipshit? that was the worst Chrono ever. gg, game's lost.",-1
glhf everyone. I'll be playing Crystal Maiden pos 5. Let's win this. Remember to stack camps after 10 min.,1
Why is our Pudge feeding mid. Stop dying idiot. Maybe play safe next time. Seriously stop charging in alone.,-1
"Nice teamfight guys. Let's push T1 mid after respawn. Invoker, great Tornado. Keep it up.",1
"WTF, stop KS'ing my farm you greedy carry. You're not the only one who needs gold dumbass.",-1
Can we get some wards in the jungle. I'll try to deward their cliff soon. Good luck with that split push.,1
Are you blind Mirana. How did you miss that Arrow. Unbelievable. Open your eyes next time bitch.,-1
"Hey team, let's group up for Roshan soon. I'm buying a smoke. Follow my lead.",1
Fuck this shit team. Can't do anything with such a useless offlane. Just end the game already.,-1
Nice comeback guys. Keep focusing their carry. BKB's are ready soon. We can do this.,1
What a joke. You call that a gank. Feeding again just uninstall the game idiot.,-1
glhf team. I'll support this game as Crystal Maiden. Remember to keep the T1 mid protected. Warding the river now. Let’s have a good game everyone.,1
"Why the fuck did you pick Invoker if you don't know how to play mid? GG already. Thanks for wasting our time. Stop feeding the enemy, you shit player.",-1
I'm heading to offlane as Pudge. Need a support for easy roshan control. Let’s take objectives smartly. Keep calm and ward.,1
"Nice ganks, Juggernaut. Let’s group up and push T2. I'll TP in 10 seconds to support. Good job keeping the pressure on them.",1
"How the hell do you miss every hook, Pudge? You useless piece of garbage. Stop feeding and uninstall the game.",-1
"Pre-horn strategy: I'll go mid as Windranger. Good luck, all! Let's watch for early ganks. We can do this, team.",1
"You absolute idiot Void! Do you know how to Chrono? Every time you fail the teamfight, you fucking ruin it. Idiot.",-1
"Can someone please fucking ward? We get caught out every time because you cheap bastards won’t buy wards. Jesus, learn the game already.",-1
"Great work taking Roshan, team. We should push bottom lane with this Aegis. Keep up the communication.",1
"Stop fucking farming when we need to defend the base, Spectre. Holy shit, use your fucking brain.",-1
glhf. I will play pos 5 Crystal Maiden. Ward on the way. Ping if you need help.,1
Wtf are you doing Pudge. Stop feeding. Can you even play this game.,-1
Can we push T1 mid after we get Roshan. I'll buy smoke so we can gank.,1
"Stop diving tower, it's fucking stupid. Play safe you idiots.",-1
"Nice ult Enigma. That was a sick Black Hole. Keep it up, we can win this.",1
You are useless Luna. Switch lanes or just uninstall the game.,-1
I've got Mek ready. Let's group up and take a fight around 20 min.,1
You're all a bunch of noobs. Play better or just GG out.,-1
Good job team! Let's keep up the pressure on their T2 top.,1
This PA is the worst carry ever. Stop farming jungle and do something.,-1
"Hey team, glhf. Going safe lane as Drow. I'll buy the wards. Let's focus on getting that early Roshan. Missing top!.",1
"Mid, what are you doing? You're feeding. Get a BKB before you fight, dumbass. Honestly, you're a joke. We won't win like this, man.",-1
"Great job on that gank, Pudge. Keep up the pressure on mid. I'll stack the camp for you guys. Let's take the T1 tower next.",1
"Can you stop feeding, please? We’re losing because you can't play your hero. Just uninstall the game.",-1
Nice pick on their support. Good map awareness! Remember to use smoke before the next fight. Let's hit T2 top after.,1
"What the hell are you doing, Invoker? Stop KS-ing and use Sunstrike properly for once. You're the worst mid player.",-1
"Amazing ult, Crystal Maiden. Keep freezing them! I'll initiate first with Tidehunter. Let's win this game together.",1
"Fuck's sake, PA, you blinked into five of them alone. Have you lost your brain or what? Stop throwing the match already!",-1
"We had a rough start, but we can still win this. Keep calm and focus on farming until 30 min. We got this, team!",1
"Jesus Christ, pos 5, ever heard of warding? We're blind as bats here. You’re useless when we need vision.",-1
glhf team. Let's focus and win this. I'll play pos 5 and ward. Call out if anyone needs help.,1
gg guys. Nice job on securing the T1 mid. Let's keep the pressure on. Roshan is up soon.,1
"Hey team, make sure to stack the camps. It will help us get ahead in farm. Don't forget about runes as well.",1
"Good job at blocking that pull, offlane. Let's make sure we keep vision up. Any requests for wards?",1
"Nice kill mid, keep it up! Rotate when you have the chance and let's take their tower.",1
"Wtf Invoker. Stop feeding and focus, you're 0-5 already. We need a mid player, not a bot.",-1
"Could you stop being a dumbass and ward, Crystal Maiden? It's not that hard.",-1
Why the hell are you offlaning with Pudge? Are you trying to throw on purpose?,-1
"Are you fucking kidding me? Stop going solo, we need to group and push, stupid play.",-1
"You all play like shit. No map awareness whatsoever. Enjoy the loss, you earned it.",-1
"glhf team. I'll take safe lane with PA. remember to ward river please. we can do this, stay positive.",1
"Nice job securing first blood, guys. let's focus on objectives. Don't forget to stack the jungle for Sven.",1
gg well played everyone. remember to call missing next time. let's push T1 mid together.,1
Great Roshan call! Keep up the good work and watch for smoke ganks.,1
"I'll support as pos 5. Will buy wards and babysit carry. If you need anything, just shout.",1
"Why the hell are you feeding mid, Invoker? Stop being a useless piece of shit. Do something, worthless.",-1
"Seriously?! No bkb yet? Are you that fucking stupid, Troll? We’re losing ‘cause of you.",-1
"Pudge, can you land a hook for once? You're a fucking joke. Get a brain.",-1
"Nice KS, you greedy bastard. Learn to play as a team instead of stealing farm, bitch.",-1
"Unbelievable. Can't even hit a stun, you useless Lion. Get off my game, idiot.",-1
"Hey team, glhf. I'll take mid as Invoker and focus on getting early levels. Remember to ward rivers please. We got this.",1
"Can you stop feeding Crystal Maiden, you're making it impossible to win. Pudge, what the fuck are you doing. Learn to play.",-1
"Let's go for Roshan after this fight. I'll save my BKB for high ground push. Great job in the last fight everyone, keep it up!",1
Why is nobody warding? I've been buying wards the whole game. Stop being lazy useless pieces of shit. Uninstall!,-1
"Care bot, Spectre is missing. Good rotation top, we can push for T1 now.",1
"Pudge, if you miss one more hook I'm reporting you. Invoker, stop taking my farm you greedy asshole. Relearn the game.",-1
"Nice deny on mid tower. Let's try to deward their jungle next. We're doing well, just keep playing safe.",1
"You guys are such noobs, can't even last hit properly. Fuck this game. Why do I always get shitty teams like this.",-1
"Great teamfight guys, perfectly executed. Let's take advantage and push T2 mid. Amazing control with your skills, keep it up.",1
"Shit wards again, good job feeding them like that Pudge. We would've won easily if you weren't playing like trash.",-1
"gg ez. Why did you pick Invoker if you can't play him?. Wake up, pos 5, do your job and buy wards. My grandma plays better than our offlane. Fuck this shit, it's unwinnable.",-1
"Let's take Roshan next. Great job holding the line, Pudge! Remember to check Roshan timer. I'll get wards for our next push. Keep it up, guys!",1
"Are you seriously not going to rotate top?. Useless mid player. Our pos 4 is sleeping, it seems. What a bunch of losers. I can't carry this shit alone.",-1
"Good luck, have fun everyone. I'll secure top runes and get wards. Pudge, let's play aggressive. We can turn this around. Nice ult, Crystal!",1
"Fucking noob Invoker, learn your combos!. Why doesn't offlane ever TP to help?. This team is full of clowns. I'm done carrying you fools.",-1
"Nice save, Pudge. Let's push T2 mid after we win the next fight. Don't forget to keep our jungle warded. Amazing teamwork, folks!",1
"Nice ulti, Crystal Maiden. Stay positive, we can definitely win this. Remember to smoke before Roshan attempt. I'll purchase a gem for dewarding.",1
"Nice one, feeding their carry again. Why can't you just play safe?. I'm muting you useless noobs. Never saw such pathetic gameplay.",-1
"Early wards would help us control the map better. Let's focus on objectives. Invoker, your combos are on point! Keep those stuns coming, team.",1
"Fucking hell, buy a BKB you idiots. Are you all blind?. Just uninstall the game. I've never been stuck with such shit players before.",-1
"glhf team. I'll start with wards. Pudge in the offlane calling it now. Let's take Roshan after 15 min. Don't forget to deward, guys. Nice gank mid, good job Invoker.",1
"What the hell was that shit, Pudge? Why didn't you gank mid when I said? We're losing because of you. Stop feeding and play seriously. How hard is it to land a hook?",-1
"I'll pick Crystal Maiden and support. Wards are up, guys. If you need mana just call me. Let's protect T1 mid together. Great job on the last fight!",1
"Are you blind? I said I needed help top! Pudge, you're a fucking joke. Do you even know how to play this game? Already giving up at 10 min, useless.",-1
"Nice initiation with Blink, Sand King. Keep it up! Let's smoke and take them by surprise. I'll ward Roshan. BKB almost ready, we can push after.",1
You call yourself a carry? More like a fucking burden. Buy some damn control wards or we'll never win. Stop farming jungle and join the fights.,-1
"Just hold position, guys, we have the late game advantage. Good call on the safe lane push, Invoker. Let's regroup and make sure we defend high ground.",1
"How many times do I have to tell you to ward? It's not rocket science, you idiot. Get your head out of your ass and start playing properly.",-1
"I'm rotating to help secure the Runes at 10 min. Good cover, Pudge. Keep up the pressure on their offlane. Let's ensure that Roshan is always warded.",1
"You're such a dumbass, always the last to show up. Do you ever check the mini-map? This isn't my fault, it's yours for all this shit play.",-1
glhf team. I will go mid with Invoker. Make sure to ward the rune spots. Call missing if needed. Let’s have a good game.,1
"Pick a support and ward, you useless shit. Stop being so fucking greedy. How can you be so bad at this game?",-1
"Nice gank top, well done guys. I will rotate bottom to help control the lane. Keep up the good work.",1
"Can someone buy wards, or do I have to babysit you all game? What the hell are you doing?",-1
"Let's take Roshan after we push T1 mid. Great teamwork, keep the pressure up.",1
Where are the fucking wards? Do I have to ping a hundred times for you morons to do something?,-1
"Good job on getting the courier, Crystal Maiden. Stay safe while warding. We can win this.",1
"Such a noob team, why am I even playing with you idiots? Learn to play or quit this trash game.",-1
"I’ll TP bot to help defend. Nice stacking of the camps, that will help our carry a lot.",1
"You fucking lost mid, how can you feed Invoker so much? You're the worst mid player ever.",-1
glhf. Let's secure that first bounty rune. I'll take pos 4 CM. Good luck Invoker mid. call missing when you can.,1
"Yo, Pudge, stop feeding man. You're making the game hell for all of us. Just do your job.",-1
"Team, let's focus on objectives. We can take the Roshan while they're down. Good work so far.",1
"Can you stop picking fights, Morph? You're useless right now. Just farm, seriously. You're being such a noob.",-1
"We need more vision. Can someone get a ward near their jungle? Keep it up, guys!",1
WTF was that call on T1 bot? We lost the fight because you can't think straight. Screw this.,-1
"Hey, Spectre, well played on that escape. Let's keep the pressure on mid lane. We can do this!",1
"Are you even trying, Dazzle? It’s like you’re purposely losing this for us. Get your shit together.",-1
"Remember to farm safely, Luna. We can win this late game. Nice gank top earlier.",1
"Storm, you are absolutely trash. Uninstall the game. Total waste of a draft pick, smh.",-1
glhf team. Let's secure the bounties. I'll be playing mid with Invoker. Remember to communicate missing heroes. We got this!,1
"WARD PLEASE! How hard is it to buy a ward? Fucking useless. Lost us the game, nice job.",-1
"Nice Chrono Faceless Void! That was an awesome team fight. Keep up the great work, team!",1
"Damn it LC, why are you still jungling at 20 min? So fucking dumb.",-1
"Pudge, can you roam early? We need those hooks for easy kills. Don't worry, we're in this together.",1
Great early gank! Let's get the T1 mid. Watch out for their rotation!,1
"Fucking Invoker doesn't even know how to rotate. GG, easy loss. How are you this bad?",-1
Someone take Roshan soon. We have good vision. Awesome map control everyone!,1
"Are you blind? I said DON'T TP top, we needed you bot. Fucking listen next time.",-1
BKB next on Sven would be great. We could really use that for the next fight. Nice farm so far!,1
"glhf team. I'm playing offlane with Pudge. Let's focus on objectives. Please remember to ward the river. Call missing lanes, everyone!",1
"Yo Invoker you missed your Sun Strike again. Stop being such a shit player. Learn to land your skills, damn it. We're losing because of you!",-1
Ward the jungle guys. Let's take Roshan before 20 min. I'm going for BKB next on Juggernaut. We've got this!,1
"Hey Crystal Maiden how about a ward once in a while? You're completely useless without it. God, it's like I’m playing with a bot.",-1
"Let's go for a smoke gank. We can kill their carry in the jungle. Remember to stick together, team. We are doing great!",1
"Are you even trying, Sniper? Stop feeding and start contributing. Unbelievable how bad you are.",-1
"Guys, can we focus on pushing the T1 mid tower? I have a Blink Dagger now on Sand King, let's make some plays. Nice job everyone!",1
Can't believe this shit team. You all suck so much. Fucking terrible.,-1
Good job mid! Let's pressure the offlane now. I'll keep jungling and farm my next item. Keep up the great work!,1
"Fucking hell, Spectre! Buy wards for once. It's not that hard, you lazy ass.",-1
glhf team. I'll play pos 4 with Crystal Maiden. Let's secure early wards. Commend the support. Good luck at mid Invoker.,1
"Can you guys stop feeding? Seriously, this is shit. Pudge, what the fuck are you doing? Use the map, idiots.",-1
"Well played, Ursa. Nice job on taking Roshan. Keep it up. Remember to deward their jungle. BKB next, I think.",1
"For fuck's sake, Slark, stop diving. You're useless. We need wards, not your dumb plays. Get it together.",-1
"Ward the high ground, please. We can smoke gank near Rosh. POS 5, great vision coverage. Let's push T2 mid.",1
"Why the hell didn't you BKB, Void? Useless players. GG, enemies too dumb to win without our team feeding. Pudge, uninstall.",-1
"Great coordination on that team fight, guys. Keep up the synergy. I'll farm my Blink next. Pudge, nice hooks!",1
"Fucking hell, Nature's Prophet, stop farming and help. Useless piece of shit. Report Prophet, he’s throwing.",-1
"Invoker, fantastic Sun Strikes. Great catch on Juggernaut. Let's regen at fountain and push high ground smartly. GG moving in.",1
"What the actual fuck was that push? Idiots, learn positioning. Teamwork my ass. This PA is so bad, reported.",-1
glhf team. I'll take mid with Invoker. Let's secure the runes. Ward up please.,1
Fuck this team. Can't believe you guys lost the lane so hard. Why am I even trying?,-1
Great job guys. Let's focus on taking Roshan now. Push advantage after.,1
Are you fucking kidding me? Buy some goddamn wards you useless pos 5. Holy shit.,-1
Well played everyone. Nice rotations! Let's keep the pressure on their T2.,1
"BKB next please. We need it for the next fight. Amazing save, Crystal Maiden.",1
Why are you farming jungle? This isn't a fucking farm game. Play with the team!,-1
gg wp. Thanks for the match. Your support was really on point.,1
So useless. All lanes lost because you guys can't play safe. Just gg already.,-1
Good push top team. Make sure to ward their jungle. Let's look for picks.,1
"glhf guys. Let's make sure we ward the rune spots. I'm heading to mid with Invoker. If you need any help, let me know.",1
"Come on, stop feeding! This is such a joke. Learn to play your hero before queuing ranked. You're all a bunch of idiots.",-1
"Good job, team. Let's keep up the momentum. We should push T1 mid after the next wave. I can rotate top as well.",1
"Wow, can't even play a simple pos 5 properly. Are you fucking blind? Wards are not that expensive, damn it.",-1
"Careful, Crystal Maiden. They have vision in our jungle. Let me deward it. Great work securing Roshan, team.",1
"Stop freaking dying, dumbass! We lose this game if you keep this shit up. Are you playing with your eyes closed?",-1
"Nice pick off on Pudge! Let's capitalize on it and take the T2 tower. I love our synergy, guys.",1
How the fuck did you miss that stun? Do you even know your hero's abilities? Disgusting gameplay.,-1
"Let's smoke gank after I get my Blink. We can catch them off guard. Let's coordinate for maximum impact, team!",1
"We need vision, geniuses! Have you ever heard of placing wards? Our map is darker than my soul right now.",-1
glhf team. let's have a good game. I'll support as pos 5 Crystal Maiden. warding top rune spot.,1
gg guys. sorry for my bad plays. good luck next time. we fought well.,1
"nice rotation, mid. you're doing great with Invoker. keep it up and we will dominate this game.",1
"can anyone ward near Roshan pls? we're doing really well, let's keep the vision up.",1
good job shutting down their carry. let's take the T1 mid together after 20 min mark.,1
WTF are you guys doing?! stop feeding. can't carry this shit solo.,-1
"nice fucking job with the hooks, Pudge. why even bother playing if you can't hit a single one?",-1
"fucking hell, how many times do I have to ask for wards? this shit is ridiculous.",-1
"Unbelievable! Invoker, you're trash. learn to play your role or stay out of ranked.",-1
"Goddammit, team! can't you listen for one second? I'm pinging all day and you do nothing.",-1
glhf team. let's communicate and have fun. I can play pos 4 or 5. I'll buy the first set of wards. don't forget to call missings.,1
gg. noobs everywhere. why pick Crystal Maiden if you can't support properly. stop feeding and buy wards. such a waste of time.,-1
nice job on the first blood. let's keep that pressure mid. i'll rotate bot after 10 min and help push t1. gl team.,1
"wtf are you doing Pudge. stop going in 1v5. shit player, just uninstall. where's the support when you need them.",-1
great rotation Crystal Maiden. you saved my life with that clutch ultimate. keep it up. let’s take Roshan at 20 min.,1
"ffs Invoker, get some items before you start ganking. this team is shit, can't play seriously with these idiots.",-1
"hey, can we focus on objectives. after we take t1 mid, let's set up for Roshan. remember to dust if we go against Invis heroes.",1
could our pos 5 actually support. put some wards down. not that hard to play support. fucking useless.,-1
"thank you for that save in midlane. let's ward their jungle and sneak in for a Roshan attempt. everyone, great teamwork.",1
"damn, are you all braindead or what. Pudge, maybe land a hook once in a while. what a bunch of clowns.",-1
"glhf team. let's focus on having a good game. remember to ward and call missing mid. I'll be playing Crystal Maiden pos 5, so let me know if you need mana.",1
Great job on that Roshan team! Keep up the good coordination. I'm buying a smoke to surprise them. Let's push T2 mid after this. Keep the spirits high!,1
"Hey Invoker, nice sunstrikes this game. Keep it up. Pudge, can we get some wards on their jungle? Watch out for their BKB timings.",1
Let's make sure we've got vision control around Roshan. Pos 4 and I will buy some wards. Great teamwork so far. We can do this!,1
"Well played, everyone! That was an amazing defense. I'm building a pipe to help tank their magic damage. Keep communicating and we can take T1 mid next!",1
"WTF is wrong with our Invoker. seriously, SUNSTRIKE PLEASE! This is fucking ridiculous. Can we get some wards in this game? holy shit.",-1
"Pudge, what the hell are you doing? Stop feeding and play like you want to win! How are we supposed to carry your dead weight, huh?",-1
"Great, another useless team. Our offlane is a piece of shit and doesn't know how to play. GG, I'm done wasting my time here.",-1
"Oh sure, blame the support. How about the guys with 0 kills? DO YOUR JOBS! Maybe if our mid knew how to farm we'd have a chance.",-1
Fucking amazing! The enemy is at our T3 and our pos 1 is still farming jungle. UNBELIEVABLE. Do you even know how to play this game?,-1
glhf everyone. I'm heading mid as Invoker. Will need wards around 10 min. Let's push T1 mid together after.,1
"Can someone buy wards? I'm playing Weaver offlane. Be careful, Pudge is missing. Nice job taking Roshan, guys!",1
"Pre-horn check, guys. I'll support as pos 5, Crystal Maiden. Remember to call missing.",1
"Good work team! Let's aim for Roshan at 20 min. I'll keep an eye on the map, so ping if needed.",1
"Ward pls, I'm trying to keep the lane safe. Great teamwork on the mid push, keep it up!",1
Wtf is happening mid? How are you already feeding the Invoker so hard? Can we get a gank anytime soon?,-1
"This Pudge is a complete joke. GG already. Fucking useless team, buy some goddamn wards!",-1
"Are you seriously going BKB first on Luna? Unbelievable. Nice feeding, keep it up.",-1
"Wow, amazing play, Witch Doctor, not! Do you even know what pos 5 means? Get a clue.",-1
"Shit support, no wards the whole game. Why did I even queue for this crap? GG end it.",-1
good luck have fun. can someone ward top pls. i'll be playing pos 4 Lion. let's take Roshan after we win the next team fight.,1
"why are you guys playing like this. can we please stop feeding their carry. holy shit, get your items sorted. i'm going bot, screw this.",-1
pudge should roam more. i'll stack ancients for you juggernaut. watch out for ganks on mid. nice job securing first blood guys.,1
wtf are you doing mid. can't believe you lost the lane that hard. play safe or we're gonna lose. please listen and stop feeding.,-1
let's group up and take T1 mid. I'll save my Blink for initiation. anyone needs a smoke? keep up the great work.,1
"holy shit, stop diving under tower like idiots. i'm not gonna save your ass every time. learn how to play your role, it's pathetic.",-1
"invoker, great sunstrike earlier. let's keep up these rotations. i'm buying wards now. pos 5 here to support.",1
fucking unbelievable how stupid this team is. why is no one helping with Roshan. you guys are useless.,-1
chrono up in 20. get ready to combo. good call on the smoke gank. make sure to communicate more.,1
"why didn't you BKB, idiot. that's the third time you messed up. learn how to play the game or just uninstall it.",-1
"glhf team. pos 5 here, will ward river. push T1 mid after 10 min. let’s get Roshan at 20 min if possible. I am buying dust, let’s gank Invoker.",1
Can someone ward? I can't keep dying like this. What are you guys doing? Stop feeding. Get your shit together. Learn to play you idiots.,-1
"Nice stun Lion. Good job on that kill Crystal Maiden. Let's focus on objectives, not just kills. I'm going to farm jungle for my BKB.",1
"Why are you still bot when we're fighting mid? Get your brains checked. Fucking pos 4, do your job and ward.",-1
"Hey Pudge, good hooks! Keep it up. Remember to buy wards, team. Can we smoke gank after Roshan spawns?",1
"Wow, Invoker, great job missing every spell. Can you even play this game? Pos 3, stop feeding and get some farm! This is pathetic.",-1
"We need some vision in their jungle, please. Going to stack ancient. Let's try to secure our BKB timings before we push high ground.",1
"Stop blaming others and look at your own mess. Earthshaker, are you gonna Echo Slam in this game or just stand there? Useless team.",-1
"Good rotations, guys. I'm stacking camps, someone come farm it. Can I get a TP top, might get dove.",1
"GG, what a waste of time. Could you guys be any worse at this? Just go play another game, you freaking noobs.",-1
"glhf team. I'm going mid with Invoker. Remember to ward the river. Let's secure Roshan before 20 min. Great job holding the lanes, pos 5.",1
"GG Pudge, does your keyboard even work? How many hooks can you miss before you wake up? You're shit at landing hooks, seriously.",-1
"Nice push on the mid T1 tower, team. Let's keep the pressure up. Pos 4, keep those wards coming. Ready for Roshan?",1
"Jesus Christ, can you stop feeding offlane? It's not that hard, just play safe. We can't carry your dead weight.",-1
"Awesome foresight on the BKB build, Spectre. We can definitely turn this around. Don't forget to TP for the team fights, please.",1
"Hey Crystal Maiden, are you even paying attention? Stop acting like a dumbass and ward the map. Useless idiot.",-1
"Great gank, pos 4. We really needed that kill on their mid hero. Let's build on this momentum.",1
"Mid, you are such a fucking joke. That was the worst Invoker I've seen in ages. Just uninstall already.",-1
"Thanks for the save, pos 5. Let's keep it up and take their T2 bot next.",1
"WTF was that, Juggernaut? You call that an ult? Damn, you're pathetic. Go play something else.",-1
"glhf team. I'll be going mid as Tinker. Don't forget to buy wards. Group for Roshan at 20 min. Care for ganks, call missing. Let's do this!",1
"dude what the hell are you doing. stop feeding them, you're fucking useless. can't you play your role. learn to play pos 5 damn.",-1
"Nice start team, keep it up! I'll stack jungle for you. Pos 1, grab a BKB when you can. We got this, gg.",1
wow you guys are playing like shit. can't believe I'm stuck with this noob Invoker. learn to fucking last hit.,-1
"hey pos 4, can you ward around Roshan? I'll push bot. Good luck everyone, let's aim for that early T1 mid.",1
"seriously, you're using Pudge like crap. can't land a hook to save your life. you're a fucking joke man.",-1
"great job getting Roshan, team. keep eyes on the map. Crystal Maiden, nice support! Let's push top for now.",1
"are you even trying? your rotation sucks. stop being a loser and help the team, bitch.",-1
"Careful mid, enemy missing. Let's stun and smoke gank together. Keep calling out when you see them. Good teamwork!",1
"get your ass over here and stop dying, you're making it impossible to win. What an idiot. jesus.",-1
glhf everyone. I'll take mid with Storm Spirit. Please call missing. Remember to ward the river. Ready for a great game!,1
"Are you guys even trying? This is pathetic. Maybe uninstall if you can't play. Pudge, stop feeding. Useless team.",-1
I'm playing offlane with Timbersaw. Let's secure Roshan after 20 min. Awesome teamwork so far. Keep it up!,1
Good luck everyone! I'll babysit as pos 5 with Crystal Maiden. Remember to cover me for wards. Let's do this!,1
Can someone buy wards? I can't always do everything. Bunch of idiots. Typical dumbass players.,-1
"Wow, that was an amazing gank mid. Teamwork really rocks. I'll help push T1 mid with Pudge. gg guys.",1
"Invoker, wake up. You're sleeping or what? Play your damn role. Can't believe I'm stuck with you.",-1
Roshan in a few minutes. I'll grab BKB and Blink with Axe. Let's coordinate and win this! gj everyone.,1
Are you fucking kidding me? Why aren't we pushing? Why did I even queue with you guys. This is bullshit.,-1
"Pre-horn ward pls. I'll go bot with Juggernaut. Remember, communication is key. Good game so far!",1
glhf team. Let's play smart. I'll go mid with Invoker. Please call missing whenever possible. Don't forget wards guys.,1
"Can someone support top? Need wards on the rune as well. Good luck everyone, let's have a fun game!",1
Let's take Roshan after winning this fight. Nice job pos 5 on the wards. Keep it up team!,1
"Next step is to push T1 mid after we regroup. Crystal Maiden, great freezing field last fight, it helped a lot.",1
Awesome game so far guys. Don't forget to farm efficiently. We’re doing well around 20 min mark.,1
"Why nobody wards? Fucking useless team. How are we supposed to win like this, Pudge?",-1
"Holy shit, stop feeding already. Use your brain for once. This is pathetic, CM.",-1
"Can you idiots not see the map? Blink in and do something, Invoker. Seriously, wake up guys.",-1
"Wow, great job feeding the mid. Are you blind or just stupid? How the fuck do you keep dying?",-1
"You call that playing? It's more like trolling. Shit players everywhere. Fuck this match, honestly.",-1
"glhf everyone. I'm playing Crystal Maiden pos 5. Let's secure the wards and watch the map. Good luck mid, let's get that first blood. Communicate and stay positive!",1
"Can someone explain how we're losing to this noob Pudge. Why is nobody helping mid when I call missing. This is fucking ridiculous, stop feeding.",-1
"Nice job on the Roshan call! Let's keep the pressure on and push T2 mid. I'll buy more wards. Don't forget to use smokes, team!",1
"I swear if you don't stop following me around, we will lose this game. Do you understand how to play your role? Your picks are shit, step up.",-1
"GG well played everyone! Teamwork was great. Loved the rotations and Invoker, your combos were spot on. See you next game!",1
"Why in the hell would you pick that hero into their lineup? Have you ever played this game before? Ugh, un-fucking-believable.",-1
"Good start team, let's keep this momentum. If someone can help stacking camps, we'll snowball fast. I'll ward river, stay safe top.",1
"Yo dude, why are you even in this match? You clearly have zero clue what you're doing. You're making us all look like idiots, unbelievable.",-1
"Invoker, nice Sun Strikes. Let's group up and take T1 bot. Keep the communication clear, we got this!",1
"Fucking joke of a match. Why are we splitting up? Nobody listens, it's like playing with bots. Get it together or just quit.",-1
GLHF everyone. Let's focus and secure the early game. I'll be playing pos 5 Crystal Maiden. Remember to call missing and let's keep the chat positive.,1
Great job on the T1 tower guys. Keep up the pressure and let's not give them any breathing room. I'll send couriers for wards soon.,1
"Yo, pos 4, tank please. Don't feed the Pudge again. Are you even trying? This team is useless.",-1
"Nice rotations team! Well played mid, that gank timing was perfect. I'll manage the jungle in-between fights so we have more vision control.",1
"Wow, nice BKB timing Jugger! Let's finish them off at mid while we have the advantage. I'll keep the top lane pushed out.",1
"For fuck's sake, Invoker, quit dying solo! You think you're playing a solo game? This isn't a 1v5, stop feeding them shit.",-1
The enemy is at Roshan. Let's contest before they finish it. I'll smoke up and then we can initiate. Great teamwork everybody!,1
"Holy shit, how many times can you miss your hooks Pudge? Honestly, play something else if you're going to suck.",-1
"OMG Dazzle, can you actually play instead of just dying aimlessly? Unbelievable. Worst support I have ever seen. You're fucking trash.",-1
"Nice deny there, keep the pressure in the offlane. I'll stack some camps for our carry. Keep the wards up and communicate guys.",1
